start	end	text
1895200	1904680	diese spalte Area und dann kann ich da entweder so zugreifen mit einem Stringkey, praktisch einfach
1904680	1910560	schreibe ich da einfach Area rein oder ich kann auch Bandage mit dem Hintergrund direkt eine lokale
1910560	1916440	Variable, das heißt ich kann dann auch hier einfach Punkt Area so hinschreiben oder zum Beispiel auch
1916440	1923160	mit diesem Punkt Lock, das ist das Location, die Location Methode, da kann ich auch zum
1923160	1931920	Beispiel zugreifen. Genau und wenn ich Lock ist eigentlich ein sehr starkes Tool, dann kann ich zum
1931920	1940160	Beispiel einfach auch mit Index zugreifen, den Indexidema hier oder ihr könnt auch zum Beispiel
1940160	1947000	auf eine gewisse Range zugreifen, zum Beispiel ich möchte hier von 2 bis 4 zugreifen in Area,
1947000	1959440	dann ist das komplett möglich, also kann ich das kurz zeigen. Also hier haben wir noch mal mit Index,
1959440	1980320	aber wir können natürlich auch zum Beispiel 2 bis 5 machen und dann Area und dann seht der bekam
1980320	2009680	wir hier 2 bis 5 die Area Werte. Genau. Genau. Der Unterschied ist eben hier sind Spalten,
2010680	2023840	und hier machen wir Zeilen. Genau. Was auch cool ist mit Bandages, manchmal will man nicht alle
2023840	2030200	Daten haben, sondern will nur spezifisch welche haben und dann können wir das DataFrame filtern
2031200	2040400	und da gibt es verschiedene Filteroperationen und zum Beispiel die Vergleichsoperatoren, die
2040400	2046560	kennt ihr wahrscheinlich eh schon, also die haben wir ja schon mal bei einem FLs durchgemacht, da
2046560	2054200	gibt es zum Beispiel größer, kleiner, größer gleich, kleiner gleich, ist gleich oder ist nicht
2054200	2061960	gleich. Es gibt auch die Logischenoperatoren, also die normalen Beifungen kennt man die ja mit
2061960	2067840	End oder Not, in Bandages kann man aber nur das Unzeichen, das Oderzeichen oder die Verneinung
2067840	2077680	mit der Tilde verwenden und da generiert man praktisch so eine Art Boolean-Maske, das heißt
2077680	2089160	praktisch, das werde ich gleich dann in der nächsten zeigen, macht man da gleich so, praktisch
2089160	2096760	wenn ich da zum Beispiel hier ein DataFrame habe und ich will nach Population filtern und zwar dass
2096760	2103080	ich will nur die Zeilen haben, die praktisch eine Population über 25 Millionen haben,
2104080	2114240	dann mache ich das einfach so, Df, ganz wichtig noch zu Df, also Df entspricht ja eigentlich
2114240	2121440	normalerweise nicht dem Coding-Standard, das hat sich so eingebürgert, dass Df kurz für DataFrame
2121440	2129880	steht und wenn ich mir richtig erinnere, könnt ihr Df auch dann in Assignment 2 so verwenden,
2130880	2141640	weil das ist einfach ein eingebürgertes Wort und wenn jemand Df in Code liest,
2141640	2147520	dann weiß eigentlich sofort jeder, okay, damit ist eigentlich ein DataFrame gemeint. Das kann
2147520	2152960	dann zum Beispiel auch Df Unterstrich States heißen, also wenn es falls ihr mehrere DataFrames
2153960	2160560	habt, genau und wenn wir jetzt da zum Beispiel nach Population filtern wollen, dann können wir da
2160560	2169520	eben Df, eckige Klammer aufmachen und dann haben wir da praktisch drin Df.population und dann hier
2169520	2173760	eben unseren Vergleichsoperator, also wenn man da kleiner haben will, dann macht man da kleiner,
2173760	2178880	wenn man gleich haben will, dann machen wir gleich und sonst eben größer und da gibt es auch wieder
2178880	2183800	verschiedene Möglichkeiten, wie man da dieses Df.population drin machen kann. Da können wir zum
2183800	2189440	Beispiel das eben mit Df.population machen, wir können das aber auch wie im Dictionary machen,
2189440	2199320	also mit Anführungszeichen oder auch mit dem Location-Parameter oder halt Methode. Und was
2199320	2207000	passiert im Hintergrund? Im Hintergrund geht Bandas her und geht für jede Zeile her und sagt, okay,
2207000	2215360	ist dieser Wert größer als 25 Millionen? Ja, dann schreibt mir ein True da rein. Ist dieser Wert
2215360	2224720	größer als 25 Millionen? Ja, passt true. Falls, falls, falls, falls, also im Hintergrund macht
2224720	2232160	es uns dann so eine Liste, wo dann eben für jeden jede Zeile in der Spalte drin steht, ob die
2232160	2257520	Bedingungen war es oder nicht. Okay, dann zeige ich das kurz her. Also, genau so schaut das aus,
2257520	2272920	wenn ich jetzt zum Beispiel nur das Innere hier nehmen würde. Dann seht ihr, dass hier einfach True
2272920	2294640	oder false drin stehen wird. Gibt es da zu fragen? Okay, genau. Genau, und die kann man
2294640	2302160	eben kombinieren. Das macht man dann eben mit, mit diesem und oder oder Verneinung. Zum Beispiel hier
2302160	2309960	will ich abfragen, welche Zeilenbeinhalt starten mit weniger als 15 Millionen Einwohnern und weniger
2309960	2318200	als 200.000 Kilometer Fläche. Dann kann ich die einfach kombinieren. Dann sage ich, okay, der
2318200	2340280	Population soll kleiner sein. Und dann vergleiben wir noch die Area gleich da drin dazu und dann
2340280	2345520	können wir das kurz mal ausführen. Und dann sehen wir, okay, wir haben hier Hawaii, wo anscheinend
2345920	2362040	bei 0 sein soll und immer neu die 12 Millionen oder fast 13 Millionen Einwohner hat. Genau. Dann können wir zum
2362040	2374200	Beispiel auch die States rausfinden. Also hier davor hatten wir ja praktisch hier noch diese Zeile
2374200	2382880	State und wir haben dieses gefilterte Data Frame jetzt in einer neuen Data Frame abgespeichert und
2382880	2389360	dann können wir das neue Sachen abfragen, zum Beispiel eben hier die State Spalte.
2389360	2417120	Genau. Das schaut dann eben so aus zum Beispiel. Und das haben wir gerade durchgemacht. Genau. Was auch
2417120	2424800	ganz cool ist, wir können da zum Beispiel Stringen-Operationen durchführen. Zum Beispiel haben
2424800	2433320	wir hier unser Data Frame und da als Population und Area zum Beispiel, das sieht man sofort,
2433320	2440240	das sind Float Werte, weil die haben ja hier Punkt irgendwas stehen. Außer vielleicht der Wert hier,
2440240	2446880	in der einen da kommen wir dann später noch dazu, dass da praktisch fehlt ein Wert. Aber hier
2446880	2456200	diese Werte hier, das sind alle Strings. Und die können wir natürlich auch verändern. Da können
2456200	2462920	wir eben die normalen Stringen-Operationen ausführen, die ihr eh schon kennt, Punkt Lower, Punkt Upper,
2462920	2470920	Containen usw. und so fort. Und da kann ich zum Beispiel dann noch filtern. Zum Beispiel, wenn ich
2470920	2479000	jetzt alle Staaten haben will, die New drin haben in ihrem Namen, dann kann ich das so machen,
2479000	2489240	indem ich einfach sagt DF und dann schaue ich mir die States an, also diese Spalte hier und dann
2489240	2496440	kann ich Punkt STR machen. Praktisch dann weiß ich okay, ich will eine Stringer Funktion ausführen
2496440	2504880	und dann Punkt Contains und dann schaue ich einfach, ob dieses New Keyword drin vorhanden ist.
2504880	2524200	Also so, das kann ich auch kurz vorzeigen. Okay, schauen wir mal dann noch das originale DF.
2524200	2537120	Also das Wichtige ist eben, dass wir hier wieder diese Eckenklammern machen. DF, zum Beispiel State
2537120	2544840	kann man, dann wollen wir praktisch das ganze als String behandeln und dann können wir eben hier
2544840	2553760	zum Beispiel Contains machen und dann wollen wir herausfinden, zum Beispiel alle Staaten, die ein S
2553760	2562680	vorhanden haben. Das heißt hier DEXAS, New Jersey und Illinois haben praktisch ein S. Was kann ich da
2562680	2572600	noch machen? Ich kann zum Beispiel hergehen, also noch mal kurz Herzer zeigen, wenn ich die Eckenklammern
2572640	2580160	weglasse, dann kann man wieder nur dieses True-False. Aber was ganz cool ist, ist zum Beispiel, ich kann da nicht
2580160	2586760	nur Contains, also was zum Beispiel True oder False zurückgibt, ich kann da zum Beispiel eben auch
