start	end	text
658000	667000	aber also ich würde wirklich raten, dass ihr bei den Tutorien ein bisschen mitmacht und da die Übungen praktisch ausarbeitet.
668000	676000	Ich glaube, heute sollte das erste Video online gestellt werden, da wird es eh sicher noch eine E-Mail kriegen dazu.
677000	695000	Ihr habt da praktisch, das läuft dann so ab, dass ihr eine Aufgabenstellung kriegt, die könnt ihr dann für 10 Minuten mal durchlesen und euch auf ein Zettel Papier normalerweise niederschreiben und Gedanken euch darüber über das Programm machen, was ihr da programmieren müsst.
696000	713000	Ihr dürft da in diesen ersten 10 Minuten, wo ihr les praktisch nicht selber was schreiben, direkt auf im JupyterLab, sondern nur vom Papier, also nicht auf dem Computer, damit ihr das nicht einfach dann kopieren könnt, damit ihr euch nicht dann vorteilfach schafft gegenüber anderen.
714000	720000	Und dann habt ihr glaube ich nochmal eine halbe Stunde Zeit, um das zu programmieren.
721000	723000	Gibt es dazu Fragen?
727000	730000	Ihr braucht kein GitHub für WS Code.
736000	738000	Genau, ich sende noch drei Fragen. Perfekt.
742000	744000	Dann starte ich weiter.
744000	751000	Genau, was machen wir heute? Also die Besprechung von Feedback haben wir schon eh schon gemacht.
752000	757000	Ich werde nochmal kurz das Nankie-Wert wiederholen, falls das bisher nicht ganz klar war.
758000	760000	Booleans gehen wir kurz durch.
761000	770000	Und dann gehen wir eh schon in eigentlich die komplizierten Dinge im Beifen, das sind die Bedingungen, also if, if else, if, if else.
771000	777000	Lists, Duples und die Vorschleifen, die wir hoffentlich heute noch schaffen.
779000	785000	Passt nochmal kurz zum Nankie-Wert, also hat das jeder verstanden oder soll ich das nochmal wiederholen?
787000	793000	Also das Nankie-Wert braucht man vor allem dann jetzt, wenn wir dann ifs verwenden und vor loops,
794000	799000	damit wir dann praktisch davor schon die, den variablen Namen definiert haben.
800000	803000	Wie hier zum Beispiel x ist gleich nann.
804000	809000	Das wird dann gleich klar, warum wir das eben brauchen.
811000	813000	Vielleicht kann ich das eh kurz herzeigen.
814000	819000	Und zwar muss man sich das so vorstellen, dass im Beifen hat man alles so in Blöcke unterteilt.
819000	823000	Das heißt, wenn ich hier meine Variable hab
829000	832000	und dann habe ich meinen if Statement, dazu kommen wir dann eben gleich,
837000	839000	dann wird hier eingerückt
839000	850000	und das ist jetzt ein innerer Block, der praktisch nur Teil dieses if Statements ist.
852000	860000	Das heißt, wenn wir zum Beispiel hier dann print ausführen würden,
860000	875000	in diesem Fall würde es 5 ausgeben, weil if war, also wenn war, dann schrei mal x ist gleich 5, also ist das 5.
876000	879000	Aber wenn das jetzt zum Beispiel false wäre
883000	889000	und wir zum Beispiel hier x nicht definiert hätten, dann würde uns Beifen hier einen Fehler werfen.
890000	899000	Aber dadurch, dass wir x hier definiert haben, kommt da einfach dann nann als Antwort raus.
900000	906000	Also der Unterschied ist, ob wir nann als ausgegeben kriegen oder ob wir einen Fehler ausgegeben kriegen,
907000	913000	der praktisch unser Programm abrupt verenden würde, was wir natürlich verhindern wollen.
913000	918000	Dann kommen wir jetzt eh gleich mal zu diesen Bullschen ausdrücken.
919000	924000	Den Namen haben wir eben, diesen George Bull, da zu verrankten.
925000	937000	Und Bullians sind praktisch sehr simple Datentypen, die entweder nur 0 oder 1 sein können, also war oder falsch.
938000	942000	Und im Beifen definieren wir die eben als true oder false.
945000	949000	Und das kann eben sowas sein.
950000	956000	Und zwar ist das hier in diesem Fall 2 plus 2 ist 4, ist kleiner als 4.
958000	963000	Und das ist natürlich falsch, weil 4 ist gleich 4.
964000	977000	Das heißt, wir haben diese Vergleichsoperatoren, die uns eben Bullians ermöglichen oder praktisch ausgeben.
978000	982000	Und da gibt es ganz verschiedene Vergleichsoperatoren, da haben wir einmal dieses ist gleich,
983000	987000	dann haben wir das ist nicht gleich, das größer als, das kleiner als,
987000	991000	dann auch kleiner gleich als, größer gleich als.
992000	996000	Und dann haben wir noch 2 spezielle, das ist das ist und das ist nicht.
997000	999000	Das sollte ich vielleicht auch noch kurz erklären.
1005000	1008000	Ich habe das gestern kurz erwähnt, dass eine Variable,
1009000	1015000	die ist praktisch eigentlich nur so eine Art Label für eine Adresse irgendwo.
1016000	1023000	Also die, der Computer sieht die eigentlich eher so, F, A, 0, B.
1024000	1034000	Einfach ein Hexatezimaladresse und da steht dann der Wert 5 drin, wenn wir da zum Beispiel 5.
1035000	1040000	Also das hier benennen wir einfach X.
1042000	1048000	Und jetzt können wir eben, das war auch bei einer der Antworten oder einer der Fragen,
1049000	1055000	bei dem Feedback gerade davor, was wenn wir jetzt sagen Y ist gleich X.
1055000	1065000	Dann ist einerseits der Wert gleich, aber Y hat auch die gleiche Adresse hier.
1066000	1074000	Und das ist eigentlich der große Unterschied für zwischen dem hier und ist,
1075000	1084000	der hier vergleicht nur die Werte und der vergleicht die Adresse.
1085000	1102000	Das heißt, wir können daraus finden, ob die Variable auf die selbe Adresse zeigt, wie die andere Variable.
1103000	1108000	Gibt es dazu Fragen oder ist es, ja, okay.
1110000	1112000	Das Gleiche geht natürlich auch mit IsNot.
1113000	1116000	Speziell ist da auch das Nann Keyword.
1117000	1127000	Und zwar machen wir beim Nann, also wenn wir Nann schauen wollen, ist X, da machen wir immer IsNann.
1130000	1138000	Und nicht, ist gleich, ist gleich.
1142000	1144000	Das liegt darin, dass Nann ein bisschen speziell ist.
1145000	1152000	Das ist ein eigener Datentyp, der immer wirklich eine eigene spezielle Adresse hat und wirklich unfreinderbar ist.
1153000	1154000	Das ist eben sowas wie eine Konstante.
1157000	1162000	Genau, und wir bekommen da immer ein True oder False raus, also ein Wow oder Falsch.
1164000	1168000	Und da gibt es dann in Python verschiedene Operatoren.
1168000	1171000	Da haben wir zum Beispiel das Ohr, das End und das Not.
1172000	1173000	Das sind eigentlich eh die wichtigsten.
1174000	1183000	Das heißt praktisch, ich kann dann hier in meinem If rein, if X ist Nann, direkt Ohr schreiben.
1192000	1193000	Und dann werden die verodert.
1194000	1198000	Und wie das praktisch, was der Unterschied zwischen Ohr, End und Not ist, kommen wir gleich.
1199000	1206000	Wichtig zu wissen ist, dass zuerst ist immer die Verneinung, dann das End und dann das Ohr.
1208000	1210000	Also von der Ausführung.
1223000	1246000	So was hab, dann wird zuerst das hier ausgeführt, dann das hier und dann ganz am Schluss noch das Ohr.
1246000	1264000	Genau, also End haben wir, also wenn wir zwei Sachen verunden, dann ist das Ergebnis nur true, falls beide Sachen wahr sind.
1265000	1270000	Bei Ohr muss nur eines der beiden Sachen wahr sein und Not ist einfach eine Verneinung praktisch.
1270000	1276000	Wenn unser Bullenwert wahr war, dann mit Not ist es jetzt falsch.
1281000	1284000	Und das schaut dann eben so aus, da gibt es eine tolle Wahrheitstabelle.
1285000	1291000	Das heißt einfach, wir haben hier true, true ergibt bei und true und der Rest eigentlich immer false.
1292000	1296000	Bei Ohr ergibt praktisch eigentlich nur false, false, false.
1297000	1305000	Weil wir hier immer einen Wahrheitswert haben und das ist einfach die Regierung.
1306000	1307000	Gibt es da zu fragen?
1312000	1317000	Dann noch kurz vielleicht zu den anderen Operatoren, also wir sehen hier eh schon Ohr, End und Not,
1318000	1320000	aber das sind eigentlich die, die ganz zum Schluss ausgeführt werden.
1321000	1329000	Also wenn man praktisch, sagen wir mal, wir machen wirklich eine ultra lange, einen Einzeiler, wie man das so schön nennt.
1330000	1347000	Zum Beispiel machen wir 2 hoch 2, dann multiplizieren wir das mit 2, dann noch plus 2 und so weiter und so fort.
1347000	1353000	Dann wird praktisch zuerst das hier ausgeführt, dann das hier, dann das hier und so weiter und so fort.
1354000	1359000	Praktisch ganz unten ist das, was zuerst ausgeführt wird und dann geht es nach oben, was zuletzt ausgeführt wird.
1361000	1366000	Hier gibt es eben noch so spezielle Operatoren wie ADD, das ist zum Beispiel eine Matriz-Multiplikation,
1367000	1371000	aber das glaube ich, würde ich in dieser Folie schon ja nicht brauchen.
1372000	1378000	Genau, Division, Ganzzahldivision und Modulo oder halt Rest.
1379000	1389000	Plus Minus, dann gibt es noch so Bit-Operatoren, damit kann man Bits verschieben.
1390000	1396000	Das kann man sich so vorstellen, dass in Wirklichkeit, wenn praktisch alle Daten,
1396000	1401000	nehmen wir jetzt mal zum Beispiel eine Ganzzahl, einen Integer her,
1402000	1407000	dann wird der eigentlich intern vom Computer in Benärzahl repräsentiert.
1408000	1420000	Das heißt, wir haben 1, 2, 4, das heißt, wir haben 1, 0, 1, das ist unsere Benärzahl.
1420000	1432000	Und mit dieser Schiftooperation, zum Beispiel 2, kann man das Ganze eben nach vorne schiften.
1433000	1436000	Das heißt, wir haben dann 1, 0, 1, 0, 0 stehen.
1438000	1445000	Und das ist dann für die ganz schlauen, die machen dann ganz schnelle Berechnungen damit.
1445000	1450000	Aber ja, das ist auch nicht so etwas, was ihr wahrscheinlich in der Vorlösung hier brauchen wird.
1452000	1455000	Aber ja, falls man wirklich tiefer in die Materie einsteigen will,
1456000	1462000	dann muss man sich vertraut sein, dass also mit diesen Bits, mit diesen Benäherzahlen,
1463000	1469000	praktisch sollte man sich auskennen, aber ja, gibt es dazu Fragen sonst?
1470000	1474000	Stimmt, ich glaube, Benärzahlen wird sogar gemacht in der Vorlösung,
1475000	1476000	da später.
1478000	1483000	Passt, dann kommen wir jetzt zu den If-Statements, ich habe sie schon kurz da gezeigt.
1484000	1492000	Und zwar ist das einfach, wenn Bedingung erfüllt ist, dann mach das.
1493000	1500000	Also wir haben hier, if die Bedingung hier, hier habe ich jetzt zum Beispiel X ist Nann,
1501000	1503000	dann print mir das.
1506000	1508000	Sonst wird es einfach übersprungen.
1511000	1517000	Und hier wichtig für euch ist, dass ihr schaunst sollst, dass ihr immer 4 Leerzeichen eingerückt seid.
1518000	1522000	Wenn ihr wischlst, du dir kurz zum Beispiel verwendet fürs Programmieren, dann könnt ihr glaube ich auch einfach Tab drücken
1523000	1525000	und dann macht er automatisch 4 Leerzeichen.
1527000	1532000	Ich sollte da auf jeden Fall schauen, dass das eben 4 sind und nicht 2 und eben auch kein Tab.
1535000	1537000	Genau, gehen wir da kurz noch weiter.
1539000	1546000	Genau, hier zum Beispiel sieht man das, hier haben wir die Bedingung, wenn die erfüllt ist, dann wird das ausgeführt.
1547000	1554000	Falls wir aber nicht diese Bedingung erfüllen, dann wird das übersprungen, weil das praktisch hier eingerückt ist in einem Block.
1555000	1564000	Und wir gehen zu der nächsten Anweisung, die praktisch hier auf derselben Block-Intentation ist, also Einrückung ist.
1566000	1574000	Genau, und dann gibt es natürlich auch, wenn dann und dann sonst, also das Elf.
1577000	1585000	Hier im diesen Fall wird das hier immer ausgeführt, aber wir können das natürlich auch anders machen.
1586000	1591000	Wir können das sagen, okay, wir wollen das nur ausführen, falls die Kondition nicht erfüllt ist.
1591000	1596000	Das heißt, wir machen, wenn die Kondition erfüllt ist, dann bringt mir das.
1597000	1599000	Falls ihr aber nicht erfüllt ist, machen wir was anderes.
1601000	1607000	Und das kann man natürlich noch erweitern und also hier nochmal kurz wiederholen.
1609000	1618000	Dann gibt es nämlich noch das Elf dazwischen und das ist praktisch dann, wenn dann, sonst wenn dann.
1619000	1621000	Und dann ganz zum Schluss sonst.
1622000	1627000	Das heißt praktisch, wir haben hier, da kann man da ja, ein Kotbeispiel hier.
1628000	1636000	Das heißt, wir haben hier, falls unsere Kondition erfüllt ist, machen wir das, falls sie nicht erfüllt ist, schauen wir die nächste Kondition an.
1637000	1640000	Okay, die ist auch nicht erfüllt, dann schauen wir die nächste Kondition an.
1641000	1645000	Okay, die scheint auch nicht zu erfüllt sein, dann bleibt nur noch das übrig, dann wird das ausgeführt.
1646000	1652000	Falls wir irgendwo dazwischen landen, falls diese Kondition erfüllt ist, dann wird das ausgeführt, das hier wird aber nicht mehr ausgeführt.
1654000	1658000	Ist das bis jetzt so verständlich oder gibt es Fragen?
1660000	1669000	Okay. Wichtig ist, so was ist nicht gleich wie das her.
1670000	1679000	Hier im diesem Fall ist es halt wirklich so, dass wir zuerst diese Kondition schauen und wenn die nicht erfüllt ist, dann gehen wir die nächste rein.
1680000	1682000	Das ist praktisch alles ein zusammenhängender Block.
1683000	1688000	Hier im diesem Fall, das sind alles getrennte Statements.
1689000	1697000	Das heißt praktisch, wenn diese Kondition erfüllt ist, dann wird das hier gemacht, dann wird aber auch gleich diese Kondition angeschaut.
1697000	1700000	Und falls die auch erfüllt ist, dann wird das ja auch ausgebrintet.
1701000	1702000	Also hier in diesem Fall ist das nicht der Fall.
1703000	1707000	Also wenn wir hier diese Kondition erreicht haben, dann wird der Rest hier nicht mehr ausgeführt, hier aber schon.
1715000	1717000	Genau, dann nochmal zu den Intendation Rules.
1718000	1724000	Also ich sollte da beachten, dass ihr immer vier Leerzeichen zur Einrückung verwendet, keine Daps.
1724000	1729000	Also ich glaube, wir wischen, dass du dir kurz halt das eher automatisch auf vier Leerzeichen gehen.
1730000	1732000	Falls nicht, kann man das umstellen.
1733000	1737000	Genau, es ist eigentlich sehr ähnlich wie bei PowerPoint hier.
1738000	1740000	Also wir haben hier der Block.
1741000	1746000	Also hier haben wir eine List Entry und dann haben wir hier eine Einrückung.
1746000	1755000	Und praktisch der ganze Teil hier gehört zu diesem Statement hier.
1756000	1758000	Und dann gehen wir hier wieder raus.
1760000	1762000	Gibt es dazu Fragen?
1763000	1764000	Okay.
1766000	1771000	Wichtig ist da, dass ihr auch immer schauen soll, dass also wenn ihr Code schreibt
1771000	1777000	und ihr da zum Beispiel ein Leerzeichen macht,
1783000	1788000	dann wird es euch also hier in diesem Fall noch, glaube ich, keinen, ah doch, hier wird es ja schon einen Fehler werfen,
1789000	1793000	weil ihr hier die Einrückung nicht beachtet habt.
1794000	1799000	Das heißt, hier müsst ihr immer schauen, dass die Sachen an der gleichen Einrückung starten.
1802000	1804000	Sonst kommt es zu diesen Intentation Errors.
1805000	1809000	Also wenn ihr das hier seht, dann wisst ihr, okay, irgendwo habe ich ein Leerzeichen bei meiner Einrückung vergessen.
1810000	1814000	Meistens wird es eh schon rot markiert, also nur, dass ihr es wisst.
1815000	1820000	Falls dieser Fehler kommt, dann ist es wahrscheinlich irgendein Problem mit einem Leerzeichen hier.
1820000	1823000	Und diese Codeblöcke sind beliebig schachtelbar.
1824000	1828000	Also ich weiß nicht, manche von euch haben eh schon bisschen Programmieren gehabt in der Schule.
1829000	1832000	Es ist bei anderen Programmiersprachen ein bisschen anders.
1833000	1838000	Da kann man zum Beispiel Klammern verwenden, die eben diese Blöcke für euch definieren.
1839000	1841000	Im Beifen ist aber wirklich alles einfach so mit Leerzeichen gemacht.
1841000	1847000	Das heißt, eine Vor- und Nachteile, also Nachteile ist, dass man halt sehr viele Leerzeichen schreiben muss.
1848000	1854000	Also normalerweise werden die je automatisch gemacht, aber halt der Code hat dann insgesamt dann sehr viele Leerzeichen.
1855000	1858000	Wenn man das natürlich jetzt mit Java oder C vergleicht, wenn man dann praktisch,
1859000	1862000	wir sagen noch auch noch einen Strich, dann ist es einfach so.
1862000	1866000	Aber ja, wie gesagt, einfach immer diese Leerzeichen verwenden.
1867000	1872000	Und da kann man eben ifs in ifs schreiben, ifs, if else in ifs schreiben.
1873000	1875000	Also es ist da beliebig machbar.
1876000	1879000	Und ja, wenn man das natürlich jetzt mit Java oder C vergleicht,
1880000	1883000	wenn man dann praktisch noch noch einen Strichpunkt Diamente hat,
1884000	1886000	dann kann man alles in einer Zeile schreiben.
1887000	1889000	Das ist ein bisschen anders.
1889000	1896000	Und ja, wichtig da zu wissen, ist eben, dass der Teil wird da nur ausgeführt,
1897000	1899000	falls der Teil ausgeführt wird.
1900000	1902000	Das heißt praktisch, dass dieses Print wird nur ausgeführt,
1903000	1908000	falls die Berter jünger ist als dieses maximale Age hier
1909000	1913000	und das maximale Age kleiner ist als das Alter vom Beta.
1913000	1919000	Das heißt, wenn hier gar keine Konditionen richtig wären,
1920000	1925000	dann hätte man dieses Printstatement hier am Ende.
1926000	1928000	Gibt es da so Fragen?
1930000	1931000	Okay.
1932000	1935000	Ich glaube, ich würde da mal kurz das überspringen.
1937000	1939000	Dann kommen wir eigentlich eh schon zu den Listen.
1943000	1948000	Und Listen sind auch eigentlich, also das haben wir, glaube ich,
1949000	1951000	eh gestern schon ein bisschen durchgemacht mit den Strings.
1952000	1954000	Also es ist sehr ähnlich zu den Strings.
1955000	1960000	Listen sind nur noch praktisch noch viel stärker.
1961000	1963000	Praktisch, wir können da nicht nur einzelne Characters speichern,
1964000	1967000	wie wir hier haben, sondern wir können da wirklich ganze Elemente speichern.
1967000	1971000	Und wir können diese auf diese Elemente zugreifen und verändern.
1974000	1977000	Und genau, also das Wichtigste mal zuerst,
1978000	1982000	wir haben praktisch am Anfang diese eckigen Klammern.
1983000	1984000	Also das definiert ein Listen-Typ.
1985000	1987000	Das könnt ihr auch mal kurz probieren, also das ist einfach...
1990000	1995000	Es sollte da auch bei den variablen Benennungen praktisch vermeiden,
1995000	1998000	dass ihr List, das Keyword List zum Beispiel verwendet.
1999000	2004000	Also List ist nämlich schon eigentlich vergeben als Keyword,
2005000	2009000	weil ihr praktisch damit zum Beispiel auch eine Liste definieren könnt.
2011000	2015000	Aber ihr könnt ruhig das deutsche Wort verwenden, zum Beispiel Liste.
2017000	2020000	Und das hier wird zum Beispiel eine leere Liste.
2025000	2027000	Diese speziellen Keywords werden euch normalerweise auch bewischt,
2028000	2031000	das Studio Code und so eigentlich auch schon markiert, andersfarbig.
2032000	2034000	Also da kommt ihr dann eigentlich sehr schnell drauf,
2035000	2037000	dass okay, dieses Keyword scheint benutzt zu sein.
2038000	2040000	So viel ergibt es da eigentlich eh nicht.
2041000	2046000	Die wichtigsten sind eh List, Set und Doppel.
2052000	2053000	Die sind schon vordefiniert.
2053000	2055000	Weil ihr praktisch nicht nur mit diesen eckigen Klammern,
2056000	2061000	sondern auch eben immer mit diesen Keyword und Klammer auf Klammer zu,
2063000	2064000	das Gleiche machen könnt.
2065000	2068000	Also das hier sind keine Listen, das sind andere Sachen,
2069000	2070000	da kommen wir auch dazu.
2071000	2073000	Sie sind sehr ähnlich zu Listen, aber keine Listen.
2076000	2080000	Genau, steht eigentlich hier schon oben, das ist ja wie mit einer leeren Liste definiert.
2080000	2083000	Und es ist eigentlich ziemlich ähnlich über Strings,
2084000	2086000	praktisch wie greift man auf diese Elemente in einer Liste dann zu.
2087000	2090000	Ganz einfach, wir verwenden wieder diesen Index.
2091000	2094000	Das heißt praktisch, ich habe hier meine Liste definiert,
2095000	2096000	schrabe ich noch eine Eins rein.
2097000	2102000	Wenn ich da jetzt auf diese Eins zugreifen will, also auf das erste Element unserer Liste.
2102000	2110000	Was schrabe ich da rein?
2111000	2120000	Null, genau, weil die komischen Informatik kann mit Null beginnen mit Zählen.
2121000	2124000	Das Gleiche auch, wie bei den Strings wieder,
2125000	2127000	praktisch ein negativer Index fängt von hinten an zu zählen,
2128000	2130000	das heißt minus 1 gibt uns das letzte Element.
2130000	2140000	Speziell für Listen ist jetzt, dass wir die Sachen bearbeiten können,
2141000	2145000	also eigentlich auch wie bei Strings, aber man kann dann praktisch einfach sagen,
2146000	2149000	okay, ich will das erste Element hier verändern, also mal hier einfach,
2150000	2153000	hier in diesem Fall Colors an der Stelle Null, also an der ersten Stelle,
2154000	2157000	habe ich jetzt mal zugewiesen auf Gray.
2157000	2161000	Ich kann das aber auch dann später im Code dann einfach sagen,
2162000	2166000	ja, ich will da gar nicht Gray mit E schreiben, sondern anders.
2167000	2176000	Und kann ich einfach später sagen, ja, ich will das mit A schreiben
2177000	2179000	und dann wird dieses Element überschrieben.
2180000	2184000	Das heißt, da steht da nicht mal Gray drin, mit E, sondern Gray mit A
2184000	2190000	und das wird dann auch so gespeichert, also im Fortlaufen des Programms.
2191000	2194000	Ihr könnt dann natürlich auch neue Elemente hinzufügen,
2195000	2200000	das ist eben mit Append, wenn ihr an einer sehr speziellen Stelle der Liste
2201000	2204000	irgendwo ein Element hinzufügen wollt, dann müsst ihr das mit Insert machen
2205000	2211000	und mit dem Index, wo ihr an welcher Stelle das Element in der Liste haben wollt,
2211000	2217000	das ist auch wieder praktisch genau wie hier auch, fängt wieder mit Null an.
2218000	2220000	Gibt es da so Fragen?
2221000	2225000	Okay, jetzt kann man natürlich diese hinzugefügten Elemente auch wieder löschen,
2226000	2230000	man kann auch natürlich Elemente löschen, die schon vordefiniert waren,
2231000	2235000	also es ist nicht so, dass man nur Elemente löschen kann, die nur hinzugefügt worden sind.
2235000	2246000	Genau, man kann das mit Dell machen, das sollte man aber eher bisschen vermeiden,
2247000	2253000	besser ist das Pop, weil das dann wirklich das Element dann einfach rauslöscht
2254000	2256000	und weiß gar nicht, wie das ist, muss ich kurz nachschauen.
2265000	2278000	Machen wir da mal eine Liste.
2279000	2291000	Die einzelnen Elemente sind kommergetrennt, zur besseren Lesbarkeit könnt ihr da auch einfach Leerzeichen immer dazu machen,
2291000	2295000	die sind aber nicht verpflichtend.
2296000	2299000	Ich glaube für den Coding-Standard schon, also besser Leerzeichen verwenden.
2300000	2305000	Das heißt, wenn ich jetzt diese Liste hier auch brinden würde, dann haben wir das so.
2306000	2314000	Und jetzt lösch ich da ein Element, machen wir gleich das erste,
2314000	2318000	schauen wir mal, was rauskommt.
2319000	2323000	Okay, dann wird es auch wirklich gelöscht.
