start	end	text
925000	939000	sondern auch noch 4, 5, 6 Maria und dann im dritten Statement hier überschreiben wir den Value vom Key 1, 2, 3, das heißt praktisch hier haben wir ja 1, 2, 3 Max drin stehen
939000	949000	und dann überschreiben wir das, weil das ist ja schon definiert hier, mit Lukas, das heißt wir kommen hier keinen Sünderkserre
949000	961000	und es steht da praktisch dann auch Lukas drin, also das ist so generell überhaupt falsch, ja.
962000	967000	Ist das mit dem Dictionary so einigermaßen verständlich oder soll ich da nochmal kurz was erklären?
977000	983000	Okay, da gibt es noch ein bisschen Probleme mit dem Verständnis.
992000	1003000	Ja, eben das erste Beispiel hier zum Beispiel Vor- und Nachnahme von Studierenden als Key geht natürlich auf jeden Fall,
1003000	1015000	in der echten Welt macht man das auch normalerweise anders, zum Beispiel wenn wir jetzt in der Uni sind wird normalerweise nicht nach Vor- und Nachnahmen gefragt,
1015000	1025000	sondern nach der Matrickelnummer, weil die Matrickelnummer einfach ein wirklich einzigartiger Wert ist, den ich euch allen zuweisen kann,
1025000	1034000	zum Beispiel könnte es sein, dass es 2 Gregor Meier gibt, aber es gibt also die 2 Gregor Meier haben nicht die gleiche Matrickelnummer.
1035000	1044000	Und das ist das Coole, deshalb ist das ja auch hier bisschen problematisch, zum Beispiel wenn man das jetzt wirklich machen würde,
1044000	1052000	so in diesem Fall und praktisch Vor- und Nachnahmen als Key abspeichert und die Matrickelnummer als Value,
1052000	1059000	könnte es sein, dass der Value überschrieben wird, weil wir ja 2 Personen mit gleichen Namen haben könnten.
1060000	1067000	Hingegen die Matrickelnummer ist einzigartig, da werden wir keine Probleme haben, dass es überschrieben wird.
1069000	1081000	Das Gleiche auch mit Songname und Band-Erke, das ist generell problematisch, wir können es auch nicht umdrehen.
1089000	1098000	Das ist eben so ein Fall, wo es gibt nämlich Songs, die haben den gleichen Namen und wir haben auch Bands, die den gleichen Namen haben.
1098000	1106000	Oder generell, wir haben praktisch eine Band-Kamera Songname haben, also Band-Namen haben wir weniger Problem.
1108000	1116000	Da muss man sich was anderes einfallen lassen, also entweder wir geben dem Songnamen eine bestimmte Nummer
1117000	1122000	oder der Band eine bestimmte Nummer, aber ja, umgekehrt geht es glaube ich generell nicht.
1126000	1137000	Und ihr seht da eigentlich so ein Schema, das sich da ausarbeitet, und zwar haben wir immer eher im Key die Nummer
1137000	1141000	und dann im Value eigentlich einen Stringwert oder so.
1141000	1150000	Also es ist meistens der Fall, dass wir eben sagen, okay, die Bustleitzahl machen wir als Key, weil das ist eine einzigartige Nummer.
1151000	1158000	Ortsnamen können auch wieder doppelt vorkommen, deshalb ist es auch wieder problematisch.
1163000	1168000	Ja, da mehrheitlich auch schon wieder richtig abgestimmt, also Funktionen, das werden wir heute durchmachen.
1168000	1172000	Warum gibt es nichts aus?
1172000	1178000	Weil wenn wir das einfach reinhauen in unserer Kurzheile, dann definieren wir nur diese Funktion,
1178000	1185000	aber wir rufen die Funktion noch gar als nirgends auf, dazu aber später mehr.
1189000	1191000	Okay, dann noch zu den offenen Fragen.
1191000	1197000	Was sind die unterschiedlichen Listen, Doubles, List Z und so weiter mit dem zugehörigen Zeichen?
1197000	1202000	Also wir haben es sehr kurz durchmacht.
1202000	1208000	Noch mal Listen sind mit den eckigen Klammern.
1208000	1215000	Das Wichtige da ist, man kann die Werte da drinnen verändern, das heißt man kann Werte rauslöschen,
1215000	1225000	man kann Werte hinzufügen, wenn ihr euch zurückerinnert mit Erlöschen zum Beispiel mit dem Delete Keyword
1225000	1238000	und dann zum Beispiel Liste an der Stelle und hier den Index oder auch zum Beispiel mit Remove
1242000	1248000	und da einen bestimmten Wert reingeben, hier nicht einen Index, sondern hier den Wert, den ihr löschen wollt
1249000	1255000	und dann noch hinzufügen, vielleicht wisst ihr es noch, das ist Abend.
1264000	1270000	Doppel hingegen, das machen wir mit den runden Klammern, da kann man nichts löschen,
1270000	1276000	da kann man nichts hinzufügen, wenn die mal definiert sind, dann kann man nur auf die einzelnen Werte zugreifen
1276000	1282000	oder auf das gesamte Doppel, da können wir zum Beispiel eben sagen Doppel an der Stelle 0,
1282000	1287000	also da wieder den Index und das wäre in diesem Fall 1.
1289000	1295000	Setz hingegen, da können wir eben nicht mit dem Index zugreifen, die machen wir mit den geschwungenen Klammern
1297000	1305000	und da wichtig zu wissen ist, dass wir praktisch keine Duplikate drin haben,
1305000	1314000	also es gibt da nicht so was, also da wird ein Einzel dann rausgelöscht
1314000	1320000	und wir bekommen eigentlich nur so was dann stehen
1321000	1327000	und da auch wieder ähnlich zur Liste, können wir aber auch Sachen hinzufügen und wieder rauslöschen
1327000	1332000	und da gibt es dann eben eigentlich diese mathematischen Operatoren, die wir jetzt kennen gelernt haben,
1332000	1350000	da haben wir eben zum hinzufügen das Add, dann haben wir noch andere, da haben wir das End und das Oder,
1351000	1363000	also das wäre auch in diesem Fall Union und das wäre in dem Fall Intersect
1368000	1378000	und dann gibt es auch noch das Minus und das Minus ist einfach, wenn ich hier Set 1 und hier Set 2 habe,
1378000	1387000	dann lösche ich praktisch hier in Set 1 alle Elemente raus, die Set 1 und Set 2 gemeinsam haben.
1388000	1412000	Also S1 ist 1, 2 und S2 ist 2, 3, wenn wir da S1 minus S2 machen, dann bekommen wir 1 raus,
1413000	1421000	weil 2 in beiden vorkommt und deshalb wird 2 rausgelöscht, 3 kommt nicht vor, deshalb wird es einfach ignoriert.
1430000	1435000	Wie sieht das Feedback bei vorzeitiger Abgabe des Assignments aus?
1436000	1445000	Ihr bekommt da wahrscheinlich, also hat der Mail-Seite, wo dann zu den einzelnen Funktionen dazusteht,
1445000	1455000	ob es die Test-Cases durchlaufen sind oder nicht und ganz unten solltet ihr dann auch noch mögliche Fehler kriegen,
1455000	1461000	falls ihr den Coding-Standard nicht einhält, wenn ich mich richtig erinnere.
1461000	1472000	Assignment 1 macht ihr von zu Hause aus, genau, da habt ihr jetzt bis 9. November Zeit, das in aller Ruhe zu machen.
1472000	1479000	Falls es noch Zeit ist, können wir ganz zum Schlusskurs die Angabe von Assignment 1 durchgehen.
1479000	1485000	Ich habe jetzt auch in der Zwischenzeit das Abgabetatum geändert, das sollte jetzt passen.
1486000	1491000	Wenn man bei Assignment 1 ein Code nicht weiß, davon Google zu raten,
1491000	1498000	sie natürlich könnt ihr Google verwenden, ihr könnt generell alle Ressourcen verwenden, die euch zur Verfügung stehen.
1498000	1503000	Ihr sollt nur aufpassen, dass, falls ihr jetzt Code von irgendwo her kopiert,
1503000	1510000	könnte es sein, dass jemand anderes das Gleiche gemacht hat und es dadurch zum Plagiat kommt.
1516000	1524000	Also wenn man genau, also wenn man das jetzt googelt und man findet genau die Abgabe so im Internet
1524000	1527000	und kopiert die einfach rein, dann wird das als Plagiat gezählt.
1531000	1536000	Der Code ist jetzt nicht so lang, also müsste jetzt nicht ultra viel programmieren
1536000	1541000	und da kann es schon sein, dass es manchmal zur gleichen variablen Namen kommt und so.
1542000	1549000	Also jetzt müsste jetzt da keine Angst haben, dass jetzt nur weil jetzt zwei Studierende aus Versehen
1549000	1557000	jetzt den gleichen variablen Namen oder sowas verwenden, dass das jetzt gleich bei uns rot aufleuchtet.
1557000	1562000	Bei uns ist es wirklich so, dass wenn der Code sehr offensichtlich Plagiat ist,
1562000	1570000	dann werden wir uns bei euch melden, aber ja, solltet sonst keine Probleme bereiten.
1572000	1575000	Ja, ihr müsst noch viel lernen, ja.
1575000	1582000	Ich hoffe, mit diesen vier Einheiten habt ihr dann schon mal die Grundkenntnisse kennengelernt,
1582000	1585000	damit ihr es einem einst zuerst mal bewältigen könnt.
1585000	1590000	Generell eigentlich sollten eigentlich eh die meisten Grundkenntnisse sein,
1590000	1593000	mit denen ihr ziemlich viel programmieren könnt.
1593000	1597000	So kompliziert ist es dann auch wieder nicht.
1597000	1603000	Natürlich jetzt die Funktionen, wie wir es sehen, können dann schon sehr kompliziert werden am Anfang,
1603000	1607000	aber ich hoffe, ihr versteht das dann alle.
1607000	1610000	Passt, dann werde ich da weitermachen.
1610000	1612000	Gibt es sonst noch Fragen?
1621000	1625000	Bevor wir zu den Funktionen kommen, möchte ich davor noch was anderes machen
1625000	1628000	und das ist das Input unter die While-Schleifen.
1628000	1631000	Und dann gehen wir zu den Funktionen über.
1631000	1642000	Zu den Inputs ist so, wir haben bis jetzt kennengelernt, okay, man kann Print schreiben,
1642000	1646000	man kann addieren, subtrahieren und so weiter und so fort.
1647000	1656000	Aber was, wenn ich möchte, dass mein Programm den Benutzer fragt, ob er mir einen Input gibt.
1656000	1663000	Das heißt, da kommt dann so ein tolles Fragefenster auf und sagt, okay, schreibt mir den Wert rein,
1663000	1666000	damit ich mit dem Wert was anfangen kann.
1666000	1671000	Und das Ganze können wir eben mit diesem Input machen, das schaut dann so aus mit dem Code.
1671000	1674000	Das heißt, wir haben hier unsere Variable
1674000	1677000	und dann haben wir diese Input-Funktion.
1677000	1682000	Und da können wir dann noch die Frage reinstellen oder einen Text hinzufügen.
1682000	1685000	Das ist aber optional, also das muss man gar nicht machen.
1685000	1690000	Und dann sobald der User was reingeschrieben hat und dann Enter drückt,
1690000	1693000	dann wird das in dieser Variable gespeichert
1693000	1699000	und dann können wir diese Variable, also diesen Text, den wir da reingeschrieben haben, verwenden.
1700000	1703000	Ich kann das kurz herzeigen.
1709000	1712000	Dann noch mal eine Reite oben drauf.
1712000	1714000	Machen wir hier.
1715000	1719000	Wenn man das bei ihr erwischt, was du dir Code machst,
1719000	1722000	sagen wir Name, Input.
1722000	1725000	Also hier als Beispiel, wenn ich nichts reinschreib.
1730000	1733000	Dann seht ihr hier ganz oben,
1733000	1738000	kommt diese Eingabe-Leiste hier
1738000	1741000	und da könnt ihr jetzt was reinschreiben.
1746000	1749000	Dann werden wir uns das dann anschauen.
1749000	1753000	Dann wird dieser Wert hier als String wichtig.
1753000	1756000	Da kommt immer als Ergebnis ein String raus,
1756000	1758000	wird dann in diese Variable gespeichert
1758000	1761000	und dann können wir damit was anfangen.
1767000	1769000	Wie wichtig, das ist ein String,
1769000	1773000	weil es kann auch Probleme bereiten.
1776000	1781000	Stellt euch vor, der User ist ein bisschen unhandlich mit der Zastatur
1781000	1785000	und schreibt dir zum Beispiel davor noch ein Leerzeichen rein
1785000	1787000	oder keine Ahnung was.
1790000	1792000	Oder wie gesagt, das ist ja auch ein String.
1792000	1794000	Das heißt, wenn der dann eine Zahl reinschreibt,
1794000	1796000	dann ist das immer noch ein String.
1796000	1798000	Dann kann man da ein paar Sachen machen.
1798000	1801000	Also wir haben ja dann diesen Wert hier
1803000	1805000	in dieser Variable Name gespeichert
1805000	1808000	und sagen wir, ich fühle das noch mal aus.
1809000	1811000	Und ich mache da jetzt ein Leerzeichen
1811000	1813000	oder zwei oder drei.
1819000	1822000	Da seht ihr, da sind da jetzt auch Leerzeichen drin.
1824000	1829000	Und wie können wir diese Leerzeichen zum Beispiel weglöschen?
1829000	1831000	Das kann man mit Strip machen.
1839000	1842000	Und dann werden euch diese Leerzeichen wieder gelöscht.
1843000	1845000	Und natürlich kann es sein,
1845000	1848000	dass eben die großen Kleinschreibungen nicht passen und so.
1848000	1850000	Und da kann man dann eben auch wieder
1850000	1853000	diese String-Methoden verwenden.
1853000	1855000	Die haben wir hier schon ein bisschen kennengelernt,
1855000	1858000	zum Beispiel Lower, Upper, Title.
1858000	1861000	Da kann man dann den Text in Kleinbuchstaben verwandeln,
1861000	1863000	in Großbuchstaben verwandeln
1863000	1867000	oder schauen, dass immer da erste Buchstabe großgeschrieben wird.
1869000	1871000	So zum Beispiel.
1871000	1874000	Zuerst löschen wir praktisch hier.
1874000	1876000	Die Leerzeichen müssen nicht nur vorne sein,
1876000	1878000	die können auch hinten sein.
1878000	1881000	Wenn sie dazwischen sein, werden sie aber nicht draus gelöscht.
1881000	1883000	Also sie werden nur mit Strip,
1883000	1885000	werden sie nur vorne und hinten gelöscht.
1885000	1887000	Da gibt es auch noch R-Strip oder L-Strip,
1887000	1889000	wo ihr dann an der rechten Stelle nur
1889000	1891000	oder an der linken Stelle nur weglöschen könnt.
1891000	1893000	Das könnt ihr dann selber ausprobieren.
1893000	1895000	Zum Casting.
1895000	1897000	Also wir haben ja jetzt das Problem,
1897000	1899000	wenn ihr euch zurückerinnert,
1899000	1902000	wenn wir hier eine Zahl haben,
1902000	1904000	also hier ein Integer,
1904000	1906000	und dann die zweite Zahl ist aber ein String.
1906000	1908000	Was passiert, wenn wir die zusammen addieren,
1908000	1910000	kann man einen Fehler.
1910000	1913000	Und da, falls ihr euch noch erinnern könnt,
1913000	1915000	eine vorherige Vorlesung,
1915000	1918000	da haben wir dieses Casting,
1918000	1921000	mit dem wir praktisch diesen String wieder umwandeln,
1921000	1923000	in etwas anderes,
1923000	1925000	zum Beispiel eben in ein Integer,
1925000	1927000	in ein Float, in ein Boolean,
1927000	1929000	oder eben auch,
1929000	1931000	kann man natürlich auch umgekehrt machen,
1931000	1933000	dass man eine Zahl in ein String umwandelt.
1936000	1938000	Genau, und da gibt es eben
1938000	1940000	viele verschiedenen Datentypen.
1943000	1946000	Das heißt, wir müssen zuerst casten,
1946000	1948000	bevor wir addieren.
1950000	1952000	Das können wir auch kurz ausprobieren.
1954000	1957000	Zum Beispiel, wenn wir jetzt da 12,
1957000	1959000	plus das hier machen,
1959000	1961000	was passiert?
1961000	1963000	Wenn ich da 3 rein schreibe,
1963000	1965000	mag er nicht.
1965000	1967000	Da bekommen wir diesen Type-Error raus.
1967000	1969000	Praktisch die Datentypen
1969000	1971000	stimmen wir nicht miteinander ein.
1973000	1975000	Was machen wir?
1975000	1977000	Wir casten das Ganze einfach zu einem Integer,
1977000	1979000	und dann haben wir die Daten,
1979000	1981000	die wir in einem String haben,
1982000	1985000	und jetzt, wenn wir da 3 reinschreiben,
1985000	1987000	funktioniert so eine Probleme.
1987000	1989000	Natürlich,
1991000	1993000	wie gesagt, da gibt es wieder,
1993000	1995000	also das ist ja dann wieder Casting.
1995000	1997000	Das heißt, wenn wir da
1997000	1999000	4 und noch ein String dazuschreiben,
2001000	2003000	funktioniert unser Casting nicht mehr.
2005000	2007000	Was müssen wir da machen?
2007000	2009000	Da müssen wir zuerst
2009000	2011000	alles rauslöschen, was keine Zahl ist,
2011000	2013000	damit das funktioniert.
2015000	2017000	Und da gibt es natürlich auch wieder
2017000	2019000	Möglichkeiten, wie man das macht.
2021000	2023000	Ich bin uns nicht ganz sicher, ob das eine Aufgabe ist,
2023000	2025000	deshalb werde ich das jetzt nicht erwähnen,
2025000	2027000	falls ihr
2027000	2029000	da Probleme habt,
2029000	2031000	dann könnt ihr da immer noch
2031000	2033000	im Titel eine Frage stellen,
2033000	2035000	und ich werde euch das beantworten.
2039000	2041000	Genau, dann gehen wir noch zu den Wailoops weiter.
2043000	2045000	Und die Wailoops,
2045000	2047000	das ist auch eine Art von Schleife,
2047000	2049000	also wir kennen ja die einere Schleife,
2049000	2051000	das war die Vorloop,
2051000	2053000	und jetzt haben wir auch noch diese Wailoop,
2053000	2055000	und die Wailoop ist ein bisschen speziell.
2055000	2057000	Wie ihr seht,
2057000	2059000	übersetzt ist das so, was wie so lange
2059000	2061000	diese Bedingung erfüllt ist,
2061000	2063000	und wird das Ganze
2063000	2065000	in einer Endloschleife,
2065000	2067000	oder wird das praktisch diese Ausweisung ausführen.
2069000	2071000	Das heißt,
2071000	2073000	hier haben wir eine Kondition,
2073000	2075000	wenn ihr euch zurückerinnert,
2075000	2077000	das haben wir es auch beim IF,
2077000	2079000	das heißt praktisch, es ist sehr ähnlich zum IF,
2081000	2083000	nur wird das Ganze
2083000	2085000	einfach wiederholt,
2085000	2087000	solange diese Kondition TRUE ist.
2087000	2089000	Also das ist wieder ein Bolian hier,
2089000	2091000	das schaut dann ungefähr so aus.
2091000	2093000	Zum Beispiel haben wir hier eine Variable X,
2093000	2095000	die wir mit 0 definieren,
2095000	2097000	und solange X
2097000	2099000	als 3 wiederholt sich das Ganze,
2101000	2103000	und wie ihr es schon seht,
2103000	2105000	können das auch zu Problemen führen,
2105000	2107000	weil sagen wir zum Beispiel,
2109000	2111000	wir vergessen das hier,
2111000	2113000	was glaubt ihr, was passiert?
2115000	2117000	Also, wir vergessen hier
2117000	2119000	X zu inkrementieren mit 1.
2127000	2129000	Genau, da haben wir eine Endloschleife,
2129000	2131000	weil praktisch hier
2131000	2133000	X nie verändert wird,
2133000	2135000	das heißt X bleibt immer 0,
2135000	2137000	das heißt,
2137000	2139000	das hier ist praktisch immer wahr,
2139000	2141000	und wir kommen da nicht mehr raus.
2143000	2145000	Und das kann euch vielleicht auch
2145000	2147000	beim Live-Programmen passieren,
2147000	2149000	also da hatten wir über die Jahre
2149000	2151000	schon öfters Problemen,
2151000	2153000	dass jemand eine Weilschleife definiert
2153000	2155000	und vergisst das hier zu machen,
2155000	2157000	dass praktisch diese Variable,
2157000	2159000	die wir hier in der Bedingung haben,
2159000	2161000	nicht verändert
2161000	2163000	und dann plötzlich reagiert
2163000	2165000	mein JupyterLab nicht mehr
2165000	2167000	in Wirklichkeit schon,
2167000	2169000	es ist nur eine Endloschleife,
2169000	2171000	die praktisch ewig durchläuft.
2173000	2175000	Da kann man natürlich auch wieder,
2175000	2177000	also wir können das mal ausprobieren,
2177000	2179000	was passiert, wenn man so eine Endloschleife gerät,
2179000	2181000	die einfachste wäre,
2181000	2183000	zum Beispiel,
2183000	2185000	while true,
2187000	2189000	also,
2189000	2191000	so lange war,
2191000	2193000	machen wir irgendwas,
2193000	2195000	so,
2195000	2197000	jetzt läuft das hier,
2197000	2199000	läuft, läuft, läuft, läuft,
2199000	2201000	und das hört nicht mehr auf,
2201000	2203000	und da können wir dann einfach hier,
2203000	2205000	das hier,
2205000	2207000	das hier,
2207000	2209000	das hier,
2209000	2211000	das hier,
2211000	2213000	das hier,
2213000	2215000	das hier,
2215000	2217000	das hier,
2217000	2219000	das hier,
2219000	2221000	das hier,
2221000	2223000	und da können wir dann einfach hier,
2223000	2225000	manuell sagen,
2225000	2227000	okay, wir stoppen hier,
2227000	2229000	und kommt dieses Keyboard interrupt,
2231000	2233000	ganz interessant bei Jupyter
2233000	2235000	ist so, also wenn ihr das in Notebook macht,
2235000	2237000	dann speichert er trotzdem
2237000	2239000	noch diesen Wert, das heißt,
2239000	2241000	wir können den auch mal auslesen,
2241000	2243000	und jetzt wissen wir,
2243000	2245000	wie oft diese Weisschleife
2245000	2247000	während diesen fast 14 Sekunden
2247000	2249000	hier durchlaufen ist,
2249000	2251000	das heißt, wir haben hier
2251000	2253000	1000
2253000	2255000	eine Million
2259000	2261000	33 Millionen
2265000	2267000	Nein, 336 Millionen mal ist
2267000	2269000	diese Weisschleife in der Zwischenzeit durchlaufen.
2279000	2281000	Genau,
2281000	2283000	aber für was
2283000	2285000	verwendet man so eine Weisschleife eigentlich?
2285000	2287000	Für was ist das notwendig?
2287000	2289000	Also,
2289000	2291000	sagen wir zum Beispiel,
2291000	2293000	ihr wollt ein Programm machen,
2293000	2295000	das zum Beispiel
2295000	2297000	so eine Attaschenrechner,
2297000	2299000	dann könnt ihr eben
2299000	2301000	hier schauen,
2301000	2303000	okay, ich will so lange
2303000	2305000	Sachen addieren,
2305000	2307000	oder eben hier zum Beispiel
2307000	2309000	machen wir einfach so eine Art
2309000	2311000	Papageide und sind immer wieder das,
2311000	2313000	das rausschreibt,
2313000	2315000	was wir reingeschrieben haben.
2317000	2319000	Und wir schauen einfach, bis dieser Input
2319000	2321000	quitt ist, das heißt praktisch,
2321000	2323000	wenn ich dann immer ein Input quitt reinschreib,
2323000	2325000	dann ist
2325000	2327000	diese
2327000	2329000	diese Condition
2329000	2331000	nicht mehr erfüllt, weil, wie ihr hier seht,
2331000	2333000	haben wir hier einen Ungleich,
2333000	2335000	also dieses Rufenzeichen macht
2335000	2337000	das Ganze nicht gleich,
2337000	2339000	und sobald das nicht mehr erfüllt ist,
2339000	2341000	bricht die Schleife ab
2341000	2343000	und dann bändet unser Programm.
2347000	2349000	Genau,
2349000	2351000	nochmal zu Endloschleifen, also da gibt es eben
2351000	2353000	wie gesagt, die einfachste ist diese
2353000	2355000	Wild True Schleife,
2355000	2357000	Wild True ist immer wahr,
2357000	2359000	und die bricht praktisch nie mehr ab.
2359000	2361000	Und was kann man da
2361000	2363000	sonst noch so machen,
2363000	2365000	wenn wir euch zurückerinnern,
2365000	2367000	wir können hier entweder so
2367000	2369000	das machen, aber wir können das Ganze
2369000	2371000	auch so machen, dass wir einfach sagen,
2371000	2373000	wir haben eine Endloschleife,
2373000	2375000	und dann, wenn ihr euch zurückerinnert,
2375000	2377000	gibt es hier dieses Break Statement,
2377000	2379000	mit der wir praktisch die Schleife
2379000	2381000	abbrechen können.
2381000	2383000	Da können wir einfach so ein tolles If
2383000	2385000	reinhauen, und das macht eigentlich
2385000	2387000	nichts anderes, wie das, was da vorgemacht
2387000	2389000	wurde.
2389000	2391000	Hier im Gegensatz schauen wir aber,
2391000	2393000	wirklich, der Usain would quit
2393000	2395000	es, also nicht, nicht gleich,
2395000	2397000	sondern ist gleich quit.
2399000	2401000	Genau.
2401000	2403000	Ist das soweit klar, oder
2403000	2405000	soll ich da nochmal kurz was wiederholen?
2405000	2407000	Okay.
2411000	2413000	Was dann geht, da eigentlich
2413000	2415000	ist schon zu den eigentlich
2415000	2417000	wichtigsten Themen von heute,
2417000	2419000	zu den Funktionen über.
2419000	2421000	Und wenn ihr euch jetzt
2421000	2423000	vielleicht ein bisschen nachdenkt,
2423000	2425000	wir haben hier schon ein paar Funktionen
2425000	2427000	durchgemacht, zum Beispiel
2427000	2429000	das LEN, wenn ihr euch
2429000	2431000	daran erinnert.
2435000	2437000	Was macht das LEN?
2439000	2441000	Also da haben wir eine Liste
2441000	2443000	rein zum Beispiel.
2443000	2445000	Das LEN,
2445000	2447000	wenn ihr euch zurückerinnert,
2447000	2449000	das ist,
2449000	2451000	das kommt
2451000	2453000	vom englischen Wort
2453000	2455000	LENGF.
2459000	2461000	Das ist da,
2461000	2463000	das ist praktisch Länge
2463000	2465000	bedeutet.
2465000	2467000	Wir wollen praktisch die Länge
2467000	2469000	von unserer Liste haben,
2469000	2471000	und die ist da 1, 2, 3.
